1周あたりのドロップ率（％）,,Best5表はこちら,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平安京,五条の橋,21,17448 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.8,,,,,,,,,,,,805,23116 ,10790 ,855,905,821,885,966,935,985,1016,925,845,966,975,945,1016,1006,1006,1046,1056,1025,1056,1096,,,
平安京,大江山,21,2859 ,,43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,,,,,,,35.6,,,,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
平安京,三条三坊,21,15484 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.1,,,,,,,,,,,,,,,,,,,,13.3,,,,,,,,,,35.1,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,9.9,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
アヴァロン,霧の海岸,21,38359 ,,,,,,,,,,72.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.7,4.6,38.7,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,2.7,32.0,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
アヴァロン,コーンウォールの村,21,2821 ,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,27.7,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
アヴァロン,ソールズベリー,21,37619 ,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,,,,,,,,,,,,17.0,22.9,,,17.9,,,,,,,,,,,,,,,,,,,,,,,,14.8,20.0,,,10.5,,,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
アヴァロン,グロスター,21,5701 ,,,,30.9,,,,,,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,4.8,,,,,,,,,,,,,,,,,,,20.0,,,,,4.4,,,,4.5,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
アヴァロン,涙の河,21,6667 ,,,,,,,,,,45.2,,,,,,,,,,,,,,28.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,,,,,,34.3,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,30.1,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
アヴァロン,ノリッジ,21,34905 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,13.3,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,34.7,,,,,,,5.2,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
アヴァロン,キャメロット,21,4198 ,,,,31.3,,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,,17.7,,,,,,,,,,,,,,,,,,,,,,,,,,24.2,,10.3,,19.6,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
アヴァロン,ロンディニウム,21,25154 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.3,,,,,,,,,,,,,,,,,,,,,,,,,,,39.9,,,,17.5,,,,,,,,,,,,,,,,,,,,,,,,34.4,,,,10.0,,,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
アヴァロン,マンチェスター,21,5305 ,,,,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,29.5,,,,,,,,,,,,,,,,,,,,,,,20.1,,,,10.3,24.8,,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
アヴァロン,エディンバラ,22,1276 ,45.9,,,,,,,,,,,,,,,,,,,,,,,,,,27.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.4,,,,,,,,,,,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835,25048 ,11180 ,885,935,851,918,1002,968,1018,1052,960,876,1002,1010,976,1052,1043,1043,1085,1093,1060,1093,1135,,,
アヴァロン,ニュー・ダーリントン,22,2688 ,,,,,,,,,,45.4,,,,,,,,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,22.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,,,23.7,,,,,,,,835,25048 ,11180 ,885,935,851,918,1002,968,1018,1052,960,876,1002,1010,976,1052,1043,1043,1085,1093,1060,1093,1135,,,
アヴァロン,湖水地方,21,2204 ,,,,40.7,,,,,,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,5.6,5.2,27.6,,,,,,,,,,,,,,,,,,,,,,,,18.2,2.4,3.3,2.6,22.8,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
アヴァロン,果ての海岸,21,2048 ,47.1,,,,,,,,,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.8,,,,,,,,4.9,4.5,5.4,4.5,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.9,2.5,2.3,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
アヴァロン,オークニー,21,8419 ,,,,,,,,,,43.6,,,,,,,,,,,,,29.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.2,,4.5,4.6,4.7,5.0,,,,,,,,,,,,,,,,,,,,,,,29.6,,2.6,2.7,2.5,2.5,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
アヴァロン,オックスフォード,22,399346 ,,,,,,,,,,44.7,,,,,,,,,,,,,,,,,,,,,,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,,,,28.5,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,25.0,,,,,,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
アヴァロン,ドーバーハウス,22,3846 ,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,15.4,,,,10.6,,,,,,,,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
トラオム,狭間の街,21,126163 ,,,,,,,,,,,45.0,44.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,24.8,19.8,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
トラオム,暁の平原,21,1020 ,,,,,,,,,,,,33.8,,,,,,,,,,,,,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.6,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,14.9,,,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
トラオム,中つ森,21,2539 ,,,,,,,,,,,45.1,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,16.5,,17.8,,,,,,,,,,,,,,,,,,,,,,,,15.7,,14.7,,9.8,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
トラオム,薄暮れの森,21,8610 ,,,,,,,,,,,,44.4,,,,,,,,,,,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,16.7,16.6,,,,,,,,,,,,,,,,,,,,,,15.4,,,,,15.3,15.0,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
トラオム,天嶮山脈,21,2102 ,,,,,,,,,,,,,,,,,,22.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,,33.7,,,,,9.8,,,,,,,,,,,,,,,,,,,,,,,30.2,,,,,10.0,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
トラオム,王道界域拠点,21,5442 ,,,,,,,,,,,44.6,,,,,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,,,,11.3,28.4,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,9.1,25.3,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
トラオム,クサンテンの塔,21,17113 ,,,,,,,,,,,28.0,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,,,28.6,,,,,,,,,,,,,,,,,,,,,,,,,21.1,,,25.5,,,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
トラオム,アツァガウク砦,21,2573 ,,,,31.5,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,,,,,,,,28.8,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,18.3,,,,,,,,5.5,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
トラオム,湖畔の平原,21,1590 ,,,,,,,,,,,43.4,,,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.9,,,,,11.2,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,9.7,,8.7,,,,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
トラオム,シルミウム,21,12821 ,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,,,23.1,,,,,,,,,,,,,,,,,,,,,,,,,24.9,,,20.2,,,,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
トラオム,復権界域拠点,21,2675 ,,,,41.4,,,,,,,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,,38.3,,,,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
トラオム,門前の平原,21,5174 ,,,,,,,,,,,,46.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,,,,,,,,,17.0,,,,17.1,5.5,,,,,,4.7,,,,,,,,,,,,,,,,,15.5,,,,15.1,5.2,,,,,,5.3,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
トラオム,復讐界域拠点,22,2125 ,,,,42.0,,,,,,,,49.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,12.0,,11.2,,,,,,,,,,,,,,,,,,,,,,15.7,,,,10.7,,30.7,,,,,,,,835,25048 ,11180 ,885,935,851,918,1002,968,1018,1052,960,876,1002,1010,976,1052,1043,1043,1085,1093,1060,1093,1135,,,
トラオム,ライヘンバッハ,22,45350 ,,,,,,,,,,,61.2,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.2,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,24.7,19.5,,,,,,,,,,,835,25048 ,11180 ,885,935,851,918,1002,968,1018,1052,960,876,1002,1010,976,1052,1043,1043,1085,1093,1060,1093,1135,,,
トラオム,果ての荒野,22,1599 ,,,,,,,,,,,,,,,,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,,,,,,,,,44.7,,,,,,,16.8,,,,,,4.6,,,,,,,,,,,,,,,,,,,,,,13.4,,,,,,5.4,,,,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
トラオム,ヨウィヌス砦,22,4222 ,,,,,,,,,,,,73.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,22.9,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,4.2,18.6,,,17.9,,,,,,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
ミクトラン,チコモストク,21,3584 ,,,,,,,,,,,,,45.6,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
ミクトラン,賢者の隠れ家,21,1215 ,,,,,,,,,,,,,,,,,,23.6,,,,,,,,,,,,,,,,,29.4,,,,,,,,,,,,,,,,,,,,,,35.2,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
ミクトラン,トウモロコシ畑,21,1378 ,,,,,,,,,,,,,,,,,31.7,,,,,,,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,,15.7,,,,,,,27.8,,,,17.7,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,15.3,,,,,,,,755,20056 ,10140 ,805,855,770,830,906,880,930,956,868,792,906,918,892,956,943,943,981,993,968,993,1031,,,
ミクトラン,トラトラウキ,21,1131 ,,,,40.1,,,,,,,,,,,,,,,,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
ミクトラン,大平原,21,107673 ,,,,,,,,,,,,,45.8,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,,,,,34.8,,,,,,,,,,,,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
ミクトラン,チチェン・イツァー,21,1626 ,,,,41.8,,,,,,,,,47.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.7,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,775,21256 ,10400 ,825,875,790,852,930,902,952,980,891,813,930,941,913,980,968,968,1007,1018,991,1018,1057,,,
ミクトラン,クラッシュポイント,21,8385 ,,,,,,,,,,,,,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,17.2,,,,,,,,,,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
ミクトラン,イスタウキ,21,2160 ,,34.7,,30.5,,,,,,,,,,,,21.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,17.6,,,,,,,,,,,,,,,,,,,,,,19.7,,,,,,9.1,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
ミクトラン,メヒコシティ,21,11424 ,,,,30.7,,,,,,,,,33.0,,,,,,,,,,,,,,,,,,,,,,23.2,,,,,,,,,,,,,,,,,,,23.4,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,,,,,,,,795,22488 ,10660 ,845,895,810,874,954,924,974,1004,914,834,954,964,934,1004,993,993,1033,1043,1014,1043,1083,,,
ミクトラン,ヤヤウキ,22,1114 ,,46.6,,,,,,,,,,,,,27.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.9,24.7,,,,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.3,,,,,,,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
ミクトラン,カラクムル,22,1110 ,,39.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.5,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,4.5,,,835,25048 ,11180 ,885,935,851,918,1002,968,1018,1052,960,876,1002,1010,976,1052,1043,1043,1085,1093,1060,1093,1135,,,
ミクトラン,カーンの廃墟,21,1254 ,,,,,,,,44.0,,,,,43.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
ミクトラン,ソソアウワキ,21,1215 ,,,,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,11.8,,,,,,,,,,,,,,,,,,,,,,3.1,,,,4.6,,,,,,,,,,,,,,,,,,20.8,,,,,,5.3,,,,4.2,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
ミクトラン,メツィティトラン,21,1112 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,27.6,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,,,,,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
ミクトラン,焼きモロコシ畑,21,2818 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,30.1,,,,,,,,,815,23752 ,10920 ,865,915,831,896,978,946,996,1028,937,855,978,987,955,1028,1018,1018,1059,1068,1037,1068,1109,,,
ミクトラン,ティカル遺跡,22,1496 ,,42.4,,,,,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,16.7,,,,,,,,,,,,10.7,,,,,5.1,,,,,,,,,,,,,,,,,,,,,,,9.8,,,,,4.8,,,855,26376 ,11440 ,905,955,872,940,1026,990,1040,1076,983,897,1026,1033,997,1076,1068,1068,1111,1118,1083,1118,1161,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
エリア,クエスト名,AP,データ数,銅素材,,,,,,,,,,,,,銀素材,,,,,,,,,,,,,,,,,,,,,,金素材,,,,,,,,,,,,,,,,,,輝石,,,,,,,魔石,,,,,,,秘石,,,,,,,ピース,,,,,,,モニュ,,,,,,,猛火,,,,,,,業火,,,,,,,基本絆P,EXP,QP,肖像,,ランチタイム,,,肖像+ランチタイム,,,ティータイム（茶）,,,肖像+ﾌﾚﾃｨｰﾀｲﾑ凸,,,ランチ+茶凸,,,3種,,,,,,
,,,,証,骨,牙,塵,鎖,毒針,髄液,鉄杭,火薬,小鐘,剣,灰,刃,種,ﾗﾝﾀﾝ,八連,蛇玉,羽根,歯車,頁,ホム,蹄鉄,勲章,貝殻,勾玉,結氷,指輪,ｵｰﾛﾗ,鈴,矢尻,冠,霊子,糸玉,鱗粉,皮,爪,心臓,逆鱗,根,幼角,涙石,脂,ﾗﾝﾌﾟ,ｽｶﾗﾍﾞ,産毛,胆石,神酒,炉心,鏡,卵,ｶｹﾗ,実,鬼灯,剣輝,弓輝,槍輝,騎輝,術輝,殺輝,狂輝,剣魔,弓魔,槍魔,騎魔,術魔,殺魔,狂魔,剣秘,弓秘,槍秘,騎秘,術秘,殺秘,狂秘,剣ピ,弓ピ,槍ピ,騎ピ,術ピ,殺ピ,狂ピ,剣モ,弓モ,槍モ,騎モ,術モ,殺モ,狂モ,剣猛火,弓猛火,槍猛火,騎猛火,術猛火,殺猛火,狂猛火,剣業火,弓業火,槍業火,騎業火,術業火,殺業火,狂業火,,,,肖像1,肖像2,未凸1,凸1,凸2,像1+凸1,像2+凸1,像1+凸2,ﾌﾚ凸1,自凸1,凸2,像1+茶1,像2+茶1,像1+茶2,ラ+ﾌﾚ茶1,ラ2+自茶,ラ1+茶2,像+ﾗ+ﾌﾚ茶,像2+ﾗ+自茶,像+ﾗ2+自茶,像+ﾗ+茶2,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,※各dataシートに入力された数字から自動計算。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,※表内数字の単位は％,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,※修練場は極級が追加された2022/01/01以降のもののみ集計。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,